course_id,Quarter,Year,Professor,num_due,grade_breakdown,office_hours,by_appointment
3712,Autumn,2018,FOY SCALF,0,No grade breakdown available.,0,Yes
3733,Spring,2017,N,0,participation: 40%; project completion: 40%; student discount: 30%,2,No
3733,Spring,2017,/,0,participation: 40%; project completion: 40%; student discount: 30%,2,No
3733,Spring,2017,A,0,participation: 40%; project completion: 40%; student discount: 30%,2,No
2902,Autumn,2015,AMBROSONE ELLEN,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,SAUSSY HAUN,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,DESAI IAN,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,ROKEM NA`AMA,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,BURTON EMANUELLE,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,BURTON EMANUELLE,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,ALEXANDER KATHERINE,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,SMITH BRADY,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,SARAMAGO PADUA VICTORIA,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,KENNY KIMBERLY,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,BECKER ALEXIS,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,BECKER ALEXIS,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,REBULL ANNE,2,No grade breakdown available.,N/A,N/A
2902,Autumn,2015,BURTON EMANUELLE,2,No grade breakdown available.,N/A,N/A
2115,Spring,2018,MARC BERMAN,0,final exam: 30%; participation: 15%; weekly quizzes: 40%; discussion leading: 10%; weekly questions: 5%,0,Yes
1592,Autumn,2018,HADARI ASAF,Not enough information available.,No grade breakdown available.,4,No
1592,Autumn,2018,ZHENG BOWEI,Not enough information available.,No grade breakdown available.,4,No
1592,Autumn,2018,AKHUNOV TIMUR,Not enough information available.,No grade breakdown available.,4,No
3711,Autumn,2018,N,Not enough information available.,No grade breakdown available.,1,Yes
3711,Autumn,2018,/,Not enough information available.,No grade breakdown available.,1,Yes
3711,Autumn,2018,A,Not enough information available.,No grade breakdown available.,1,Yes
2036,Winter,2019,MILLER DAVID,Not enough information available.,No grade breakdown available.,2,No
2036,Winter,2019,OREGLIA MARK J,Not enough information available.,No grade breakdown available.,2,No
2036,Winter,2019,PILCHER JAMES E,Not enough information available.,No grade breakdown available.,2,No
3684,Spring,2018,N,0,final paper: 30%; class discussion: 20%; final presentation: 30%,N/A,N/A
3684,Spring,2018,/,0,final paper: 30%; class discussion: 20%; final presentation: 30%,N/A,N/A
3684,Spring,2018,A,0,final paper: 30%; class discussion: 20%; final presentation: 30%,N/A,N/A
1590,Spring,2017,OISHEE BANERJEE,Not enough information available.,homework: 5%; following breakdown: 10%,0,Yes
1590,Spring,2017,REID HARRIS,Not enough information available.,homework: 5%; following breakdown: 10%,0,Yes
3694,Winter,2017,XINYU DONG,0,participation: 30%; project: 30%; board contributions: 20%; individual presentation: 20%,0,Yes
1550,Winter,2016,DAHLSTROM AMY,0,homework: 25%; midterm : 25%; final : 30%; participation: 20%,4.3333333333,Yes
2839,Autumn,2017,MARK OSADJAN,0,exam 1: 20%; exam 2: 20%; exam 3: 20%; 3 labs: 25%; lab quizzes: 15%,1.5,Yes
1342,Winter,2018,JOHN E WOODS,Not enough information available.,No grade breakdown available.,N/A,N/A
3678,Autumn,2017,KENNETH POMERANZ,0,No grade breakdown available.,5.8333333333,Yes
3668,Winter,2018,STEFANIE GRAETER,Not enough information available.,participation: 30%,2,Yes
718,Winter,2019,O`LEARY PETER,Not enough information available.,No grade breakdown available.,0,Yes
718,Winter,2019,PETER O'LEARY,Not enough information available.,No grade breakdown available.,0,Yes
937,Winter,2019,STRIER RICHARD A,0,final paper: 20%; midterm: 15%; final exam: 20%; participation: 10%; culled quotations: 15%; close reading: 10%; paper proposal: 5%; bibliography entries: 5%,1.5,Yes
937,Winter,2019,RICHARD STRIER,0,final paper: 20%; midterm: 15%; final exam: 20%; participation: 10%; culled quotations: 15%; close reading: 10%; paper proposal: 5%; bibliography entries: 5%,1.5,Yes
937,Winter,2019,HARRISON TIMOTHY,0,final paper: 20%; midterm: 15%; final exam: 20%; participation: 10%; culled quotations: 15%; close reading: 10%; paper proposal: 5%; bibliography entries: 5%,1.5,Yes
675,Autumn,2016,JOHN REPPY,Not enough information available.,assignments: 70%,6.5,No
1272,Winter,2019,COLE JENNIFER,1,quiz: 25%; project: 5%,4,No
1272,Winter,2019,JENNIFER COLE,1,quiz: 25%; project: 5%,4,No
1272,Winter,2019,BRADA BETSEY,1,quiz: 25%; project: 5%,4,No
1735,Winter,2017,ALICAN CAMCI,Not enough information available.,assignments: 30%; assignments: 15%; composition assignments: 15%; concert reports: 10%,N/A,N/A
1735,Winter,2017,JAMES GRADONE,Not enough information available.,assignments: 30%; assignments: 15%; composition assignments: 15%; concert reports: 10%,N/A,N/A
1735,Spring,2017,MARTA PTASZYNSKA,0,quiz: 10%; quiz: 40%; participation: 20%; composition exercises: 20%; concert report: 10%,1,No
1735,Spring,2017,IGOR DE ARAUJO SANTOS,0,quiz: 10%; quiz: 40%; participation: 20%; composition exercises: 20%; concert report: 10%,1,No
1593,Autumn,2015,APISA PAUL,Not enough information available.,homework: 10%; final exam: 40%; midterm 1: 20%; midterm 2: 20%,0,No
1593,Autumn,2015,RODRIGUEZ CASEY,Not enough information available.,homework: 10%; final exam: 40%; midterm 1: 20%; midterm 2: 20%,0,No
1593,Autumn,2015,LINDSEY KATHRYN,Not enough information available.,homework: 10%; final exam: 40%; midterm 1: 20%; midterm 2: 20%,0,No
1593,Autumn,2015,CHAI WEI,Not enough information available.,homework: 10%; final exam: 40%; midterm 1: 20%; midterm 2: 20%,0,No
1593,Autumn,2015,NAGPAL ROHIT,Not enough information available.,homework: 10%; final exam: 40%; midterm 1: 20%; midterm 2: 20%,0,No
1593,Autumn,2015,GAZAKI EVANGELIA,Not enough information available.,homework: 10%; final exam: 40%; midterm 1: 20%; midterm 2: 20%,0,No
3675,Autumn,2017,EDGAR GARCIA,Not enough information available.,paper: 20%; every class: 20%; or performance: 20%,N/A,N/A
782,Winter,2019,LI MENG,2,tests: 25%; final exam: 20%; project: 20%; assignment: 15%; daily quizzes: 10%; tutor session: 10%,2,Yes
782,Winter,2019,WANG YOUQIN,2,tests: 25%; final exam: 20%; project: 20%; assignment: 15%; daily quizzes: 10%; tutor session: 10%,2,Yes
782,Winter,2019,MENG LI,2,tests: 25%; final exam: 20%; project: 20%; assignment: 15%; daily quizzes: 10%; tutor session: 10%,2,Yes
3714,Autumn,2017,N,0,participation: 50%; topic area: 50%,N/A,N/A
3714,Autumn,2017,/,0,participation: 50%; topic area: 50%,N/A,N/A
3714,Autumn,2017,A,0,participation: 50%; topic area: 50%,N/A,N/A
2630,Winter,2019,N,1,final paper: 20%; participation: 20%; assignment: 10%; weekly responses: 20%; oral presentations: 15%,N/A,N/A
2630,Winter,2019,/,1,final paper: 20%; participation: 20%; assignment: 10%; weekly responses: 20%; oral presentations: 15%,N/A,N/A
2630,Winter,2019,A,1,final paper: 20%; participation: 20%; assignment: 10%; weekly responses: 20%; oral presentations: 15%,N/A,N/A
1624,Autumn,2017,ANNO RINA,0,No grade breakdown available.,0,No
1624,Autumn,2017,ANGELTVEIT VIGLEIK,0,No grade breakdown available.,0,No
1624,Autumn,2017,ANTONI RANGACHEV,0,No grade breakdown available.,0,No
1291,Winter,2017,ROBERT BIRD,Not enough information available.,final exam: 30%; participation: 20%; participation: 20%; paper: 25%,4,No
2111,Autumn,2018,DANIEL YUROVSKY,Not enough information available.,tests: 5%; project: 25%; project: 10%,0,No
3666,Spring,2018,JENNIFER SCAPPETTONE,Not enough information available.,in class: 25%,2.75,Yes
3704,Spring,2017,THOMAS CHRISTENSEN,Not enough information available.,No grade breakdown available.,4,Yes
2912,Winter,2017,CHRISTOPHER WILD,Not enough information available.,No grade breakdown available.,3,No
2912,Winter,2017,SAMANTHA FENNO,Not enough information available.,No grade breakdown available.,3,No
2912,Winter,2017,SAMANTHA FENNO,Not enough information available.,No grade breakdown available.,3,No
341,Winter,2017,"ANDREI TOKMAKOFF, MEISHAN ZHAO",0,homework: 10%; final exam: 27%,0,Yes
341,Winter,2017,"NORBERT SCHERER, MEISHAN ZHAO",0,homework: 10%; final exam: 27%,0,Yes
3677,Spring,2018,MALYNNE STERNSTEIN,Not enough information available.,participation: 20%; project: 10%; in total: 30%,0,No
2676,Spring,2017,HUANG YIBI,0,homework: 30%; midterm : 30%; final : 40%,0,No
2676,Spring,2017,COLLINS LINDA,0,homework: 30%; midterm : 30%; final : 40%,0,No
2676,Spring,2017,MEI WANG,0,homework: 30%; midterm : 30%; final : 40%,0,No
2911,Autumn,2015,GABEL STEPHEN,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,COPP PAUL,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,O`NEILL THEODORE A,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,MAURETTE PABLO,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,REES GEOFFREY,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,KREMER MICHAEL,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,REES GEOFFREY,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,BUSH RANDALL,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,EGAN DAVID,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,REDFIELD JAMES M,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,BERGER MARK,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,KLINGER FLORIAN,1,No grade breakdown available.,4.8333333333,Yes
2911,Autumn,2015,FENNO SAMANTHA,1,No grade breakdown available.,4.8333333333,Yes
2939,Autumn,2017,FRED CIESLA,Not enough information available.,homework: 25%; midterm: 20%; and reports: 12.5%; journal lab: 12.5%,3.8333333333,Yes
2851,Autumn,2018,GUY S ALITTO,1,No grade breakdown available.,2,Yes
722,Winter,2018,LYNN XU,Not enough information available.,final paper: 20%; participation: 30%; assignments: 20%; class presentations: 15%; reading notebook: 15%,0,No
1605,Autumn,2017,COWAN JACK D,Not enough information available.,homework: 15%; final exam: 55%,3.5,No
1605,Autumn,2017,BEJENARU IOAN,Not enough information available.,homework: 15%; final exam: 55%,3.5,No
1605,Autumn,2017,HONG JIE DONG,Not enough information available.,homework: 15%; final exam: 55%,3.5,No
2702,Spring,2018,THOMAS PASCULLI,Not enough information available.,participation: 30%; projects: 40%; assignments: 30%; critical response: 30%,0,No
2702,Spring,2018,DEVON DE MAYO,Not enough information available.,participation: 30%; projects: 40%; assignments: 30%; critical response: 30%,0,No
2702,Spring,2018,DAVID NEW,Not enough information available.,participation: 30%; projects: 40%; assignments: 30%; critical response: 30%,0,No
2039,Spring,2018,CARLOS WAGNER,Not enough information available.,No grade breakdown available.,N/A,N/A
1098,Autumn,2018,KELLI GARDNER,0,participation grade: 30%,2,Yes
1101,Winter,2018,JOHANNA RANSMEIER,Not enough information available.,participation: 25%; papers: 25%; short papers: 25%,2,Yes
1101,Winter,2018,ELAINE HADLEY,Not enough information available.,participation: 25%; papers: 25%; short papers: 25%,2,Yes
1101,Winter,2018,LINDA ZERILLI,Not enough information available.,participation: 25%; papers: 25%; short papers: 25%,2,Yes
1101,Winter,2018,JOHANNA RANSMEIER,Not enough information available.,participation: 25%; papers: 25%; short papers: 25%,2,Yes
1101,Winter,2018,AMANDA BLAIR,Not enough information available.,participation: 25%; papers: 25%; short papers: 25%,2,Yes
2745,Spring,2017,MORGANNE WAKEFIELD,0,attendance: 10%; participation: 25%; projects: 40%; project: 25%,1,Yes
2813,Autumn,2017,BEATRICE FINESCHI,Not enough information available.,No grade breakdown available.,N/A,N/A
2813,Autumn,2017,ALISON HUNTER,Not enough information available.,No grade breakdown available.,N/A,N/A
2813,Autumn,2017,MEGAN MCNULTY,Not enough information available.,No grade breakdown available.,N/A,N/A
2745,Autumn,2017,CAROL JACKSON,2,participation: 30%; projects: 70%,N/A,N/A
3720,Spring,2018,JOHN MUSE,0,No grade breakdown available.,1.5,Yes
1691,Autumn,2017,MATTHEW TIRRELL,1,No grade breakdown available.,2,No
3669,Spring,2017,N,Not enough information available.,No grade breakdown available.,N/A,N/A
3669,Spring,2017,/,Not enough information available.,No grade breakdown available.,N/A,N/A
3669,Spring,2017,A,Not enough information available.,No grade breakdown available.,N/A,N/A
837,Spring,2016,TSIANG GRACE,Not enough information available.,grading policy: 20%,N/A,N/A
3661,Winter,2018,N,0,No grade breakdown available.,1.5,No
3661,Winter,2018,/,0,No grade breakdown available.,1.5,No
3661,Winter,2018,A,0,No grade breakdown available.,1.5,No
3755,Winter,2017,THOMAS PASHBY,Not enough information available.,No grade breakdown available.,2,Yes
1591,Autumn,2017,FRANCISC BOZGAN,Not enough information available.,No grade breakdown available.,2,Yes
1591,Autumn,2017,ANTHONY CHAVES AGUILAR,Not enough information available.,No grade breakdown available.,2,Yes
3697,Winter,2019,ANNA MUELLER,Not enough information available.,participation: 10%; annotated bibliography: 20%,2,Yes
3697,Winter,2019,MUELLER ANNA,Not enough information available.,participation: 10%; annotated bibliography: 20%,2,Yes
2981,Winter,2017,EMILIO COMAY DEL JUNCO,0,participation: 40%; participation: 20%; paper: 15%; paper: 20%; home exam: 25%; class leadership: 20%; written work: 60%,2,No
2541,Winter,2018,MARCO GARRIDO,0,final exam: 25%,4,Yes
670,Winter,2018,SHAN LU,0,final exam: 25%; project: 8%; project: 40%; term exam: 20%,N/A,N/A
2905,Autumn,2017,DANIEL BRUDNEY,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,BENJAMIN CALLARD,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,ALEX SILVERMAN,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,ALEX SILVERMAN,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,AGNES CALLARD,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,MALTE WILLER,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,MARCELLO BARISON,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,NIMA BASSIRI,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,JOHN MILLER,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,MATTHEW BOYLE,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,NIMA BASSIRI,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,MATTHIAS HAASE,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,REYNOLDS BARTON SCHULTZ,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
2905,Autumn,2017,MARCELLO BARISON,1,participation: 10%; paper: 30%; word essays: 30%; word dialogue: 30%,1.5,Yes
1625,Winter,2018,ANTONI RANGACHEV,0,No grade breakdown available.,0,No
2688,Spring,2018,TINGRAN GAO,1,final exam: 50%; assignments: 15%; midterm exam: 35%,4,No
1577,Autumn,2017,CHRYSANTHI KOUTSIVITI,1,No grade breakdown available.,0,Yes
2909,Winter,2016,MARCUS LAMPERT,Not enough information available.,No grade breakdown available.,1,Yes
2909,Winter,2016,STEPHEN HASWELL TODD,Not enough information available.,No grade breakdown available.,1,Yes
2909,Winter,2016,STUART MCMANUS,Not enough information available.,No grade breakdown available.,1,Yes
1326,Winter,2019,HALL JONATHAN,Not enough information available.,final paper: 40%; participation: 30%; participation: 40%; paper: 60%; february 12: 30%,2,No
3781,Winter,2018,N,Not enough information available.,No grade breakdown available.,N/A,N/A
3781,Winter,2018,/,Not enough information available.,No grade breakdown available.,N/A,N/A
3781,Winter,2018,A,Not enough information available.,No grade breakdown available.,N/A,N/A
3676,Spring,2017,NIALL ATKINSON,Not enough information available.,No grade breakdown available.,1.3333333333,Yes
1588,Autumn,2017,OISHEE BANERJEE,Not enough information available.,homework: 10%; following weights: 10%,3.8333333333,Yes
1588,Autumn,2017,MARIYA SARDARLI,Not enough information available.,homework: 10%; following weights: 10%,3.8333333333,Yes
1588,Autumn,2017,RONNO DAS,Not enough information available.,homework: 10%; following weights: 10%,3.8333333333,Yes
1100,Autumn,2017,SUSAN BURNS,0,No grade breakdown available.,1.75,Yes
1100,Autumn,2017,KYEONG-HEE CHOI,0,No grade breakdown available.,1.75,Yes
1100,Autumn,2017,ROCHONA MAJUMDAR,0,No grade breakdown available.,1.75,Yes
1100,Autumn,2017,DAISY DELOGU,0,No grade breakdown available.,1.75,Yes
1100,Autumn,2017,AMANDA BLAIR,0,No grade breakdown available.,1.75,Yes
1101,Winter,2018,JOHANNA RANSMEIER,Not enough information available.,participation: 25%; presentation: 10%; essays: 65%,1.75,No
1101,Winter,2018,JOHANNA RANSMEIER,Not enough information available.,participation: 25%; presentation: 10%; essays: 65%,1.75,No
3655,Winter,2019,N,Not enough information available.,participation: 20%; class presentations: 40%; problem sets: 40%,1.5,No
3655,Winter,2019,/,Not enough information available.,participation: 20%; class presentations: 40%; problem sets: 40%,1.5,No
3655,Winter,2019,A,Not enough information available.,participation: 20%; class presentations: 40%; problem sets: 40%,1.5,No
3775,Winter,2019,N,0,attendance: 20%; project: 40%; paper: 20%; visual cultures: 30%; thesis paragraph: 10%; presentation: 20%,1.3333333333,Yes
3775,Winter,2019,/,0,attendance: 20%; project: 40%; paper: 20%; visual cultures: 30%; thesis paragraph: 10%; presentation: 20%,1.3333333333,Yes
3775,Winter,2019,A,0,attendance: 20%; project: 40%; paper: 20%; visual cultures: 30%; thesis paragraph: 10%; presentation: 20%,1.3333333333,Yes
3750,Spring,2018,N,Not enough information available.,final paper: 60%; participation: 40%,N/A,N/A
3750,Spring,2018,/,Not enough information available.,final paper: 60%; participation: 40%,N/A,N/A
3750,Spring,2018,A,Not enough information available.,final paper: 60%; participation: 40%,N/A,N/A
1435,Autumn,2017,ZACHARY BARR,Not enough information available.,No grade breakdown available.,0,Yes
1435,Autumn,2017,DEVIN GOUVEA,Not enough information available.,No grade breakdown available.,0,Yes
1435,Autumn,2017,MOFFETT ALEXANDER,Not enough information available.,No grade breakdown available.,0,Yes
2218,Autumn,2018,WILLIAM KENNEDY,0,No grade breakdown available.,0,Yes
389,Spring,2018,TYLER SCHROEDER,Not enough information available.,quiz: 10%; final paper: 20%; final paper: 10%; participation: 15%,-4.8333333333,Yes
389,Spring,2018,NICOLE MORSE,Not enough information available.,quiz: 10%; final paper: 20%; final paper: 10%; participation: 15%,-4.8333333333,Yes
2017,Autumn,2018,DAVID SCHUSTER,Not enough information available.,final : 35%,1,No
1593,Spring,2018,ALLAN ADAM,Not enough information available.,No grade breakdown available.,-10,No
1593,Spring,2018,DATTA SWARNENDU,Not enough information available.,No grade breakdown available.,-10,No
1593,Spring,2018,GAZAKI EVANGELIA,Not enough information available.,No grade breakdown available.,-10,No
673,Autumn,2018,YANJING LI,Not enough information available.,project: 50%; exam i: 25%; exam ii: 25%,0,No
3648,Winter,2018,SANJA MIKLIN,1,participation: 10%; assignments: 15%; as follows: 25%,1,Yes
3739,Spring,2018,ALEXANDRU PREDA,Not enough information available.,No grade breakdown available.,2,No
3784,Winter,2019,JESSICA BAKER,Not enough information available.,participation: 10%; as follows: 10%,2,Yes
3753,Winter,2019,SEVDA NUMANBAYRAKTAROGLU,Not enough information available.,No grade breakdown available.,0,Yes
660,Winter,2018,MATTHEW WACHS,Not enough information available.,No grade breakdown available.,0,No
660,Winter,2018,MATTHEW WACHS,Not enough information available.,No grade breakdown available.,0,No
2175,Spring,2018,CHRISTA VELASQUEZ,0,No grade breakdown available.,2,Yes
2902,Autumn,2017,MALYNNE STERNSTEIN,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,ALEXIS BECKER,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,ALEXIS BECKER,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,SAMUEL ROWE,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,KIMBERLY KENNY,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,RACHEL KYNE,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,WHITNEY COX,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,LUCY ALFORD,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,LUCY ALFORD,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,HAUN SAUSSY,Not enough information available.,quiz: 20%,N/A,N/A
2902,Autumn,2017,ARMANDO MAGGI,Not enough information available.,quiz: 20%,N/A,N/A
3646,Autumn,2018,MCENERNEY LAWRENCE D ; COCHRAN KATHRYN ; WEINER TRACY,1,No grade breakdown available.,N/A,N/A
3646,Autumn,2018,COCHRAN KATHRYN ; WEINER TRACY,1,No grade breakdown available.,N/A,N/A
3646,Autumn,2018,"LAWRENCE MCENERNEY, KATHRYN COCHRAN, TRACY WEINER",1,No grade breakdown available.,N/A,N/A
1605,Autumn,2017,COWAN JACK D,Not enough information available.,homework: 15%; final exam: 55%,3.5,No
1605,Autumn,2017,BEJENARU IOAN,Not enough information available.,homework: 15%; final exam: 55%,3.5,No
1605,Autumn,2017,HONG JIE DONG,Not enough information available.,homework: 15%; final exam: 55%,3.5,No
3640,Winter,2019,N,Not enough information available.,No grade breakdown available.,2,No
3640,Winter,2019,/,Not enough information available.,No grade breakdown available.,2,No
3640,Winter,2019,A,Not enough information available.,No grade breakdown available.,2,No
2979,Spring,2018,SEAMUS POWER,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,LESLIE KAY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,JEAN DECETY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KATHERINE KRPAN,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KATHERINE KRPAN,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,RESNEY GUGWOR,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,YUNG TSEN CHEN,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KATHERINE O'DOHERTY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,ANNE HENLY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,DANIEL YUROVSKY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KERRY LE DOUX,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,ALEXANDER SHAW,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,DOMINIC GIBSON,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,EDWARD VOGEL,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
1712,Winter,2019,N,Not enough information available.,homework: 15%; quiz: 10%; final exam: 25%; project presentation: 15%,N/A,N/A
1712,Winter,2019,/,Not enough information available.,homework: 15%; quiz: 10%; final exam: 25%; project presentation: 15%,N/A,N/A
1712,Winter,2019,A,Not enough information available.,homework: 15%; quiz: 10%; final exam: 25%; project presentation: 15%,N/A,N/A
2841,Autumn,2017,N,Not enough information available.,homework: 25%,5,Yes
2841,Autumn,2017,/,Not enough information available.,homework: 25%,5,Yes
2841,Autumn,2017,A,Not enough information available.,homework: 25%,5,Yes
2247,Spring,2018,JENS LUDWIG,Not enough information available.,assignments: 30%,N/A,N/A
3740,Autumn,2018,N,Not enough information available.,No grade breakdown available.,N/A,N/A
3740,Autumn,2018,/,Not enough information available.,No grade breakdown available.,N/A,N/A
3740,Autumn,2018,A,Not enough information available.,No grade breakdown available.,N/A,N/A
3767,Autumn,2017,N,0,No grade breakdown available.,N/A,N/A
3767,Autumn,2017,/,0,No grade breakdown available.,N/A,N/A
3767,Autumn,2017,A,0,No grade breakdown available.,N/A,N/A
664,Autumn,2018,MATTHEW WACHS,Not enough information available.,projects: 33%; exam 1: 20%; exam 2: 25%,N/A,N/A
671,Autumn,2016,RICK L STEVENS,Not enough information available.,No grade breakdown available.,4.1666666667,No
788,Winter,2018,YI-LU KUO,2,final exam: 28%; project: 10%; class performance: 10%; tv response: 17%,3,Yes
1354,Autumn,2018,COLIN JONES,0,final paper: 70%; participation: 30%,0,No
201,Spring,2017,ESMAEL HADDADIAN,Not enough information available.,participation: 8%,1.3333333333,No
2963,Winter,2019,AARON BENANAV,Not enough information available.,participation: 40%; paper: 15%; paper: 20%; paper: 25%,2,No
2963,Winter,2019,FORREST STUART,Not enough information available.,participation: 40%; paper: 15%; paper: 20%; paper: 25%,2,No
2963,Winter,2019,JENNIFER SPRUILL,Not enough information available.,participation: 40%; paper: 15%; paper: 20%; paper: 25%,2,No
3630,Winter,2019,N,0,paper 1: 15%; paper 2: 15%; study presentation: 5%; study report: 15%,1.5,Yes
3630,Winter,2019,/,0,paper 1: 15%; paper 2: 15%; study presentation: 5%; study report: 15%,1.5,Yes
3630,Winter,2019,A,0,paper 1: 15%; paper 2: 15%; study presentation: 5%; study report: 15%,1.5,Yes
1580,Autumn,2017,CHRYSANTHI KOUTSIVITI,0,No grade breakdown available.,0,Yes
32,Winter,2019,KELLY JOHN,Not enough information available.,No grade breakdown available.,3,Yes
32,Winter,2019,JOHN KELLY,Not enough information available.,No grade breakdown available.,3,Yes
3716,Autumn,2017,DREYFUS EMILY,Not enough information available.,No grade breakdown available.,0.1666666667,Yes
3716,Autumn,2017,TAE HO KIM,Not enough information available.,No grade breakdown available.,0.1666666667,Yes
3634,Spring,2018,N,Not enough information available.,No grade breakdown available.,0,No
3634,Spring,2018,/,Not enough information available.,No grade breakdown available.,0,No
3634,Spring,2018,A,Not enough information available.,No grade breakdown available.,0,No
3672,Autumn,2017,ELAINE HADLEY,0,No grade breakdown available.,N/A,N/A
3759,Winter,2017,MARTHA WARD,Not enough information available.,participation: 40%; assignments: 20%,0,No
3686,Autumn,2017,N,0,No grade breakdown available.,2,No
3686,Autumn,2017,/,0,No grade breakdown available.,2,No
3686,Autumn,2017,A,0,No grade breakdown available.,2,No
3788,Spring,2018,N,1,No grade breakdown available.,0,Yes
3788,Spring,2018,/,1,No grade breakdown available.,0,Yes
3788,Spring,2018,A,1,No grade breakdown available.,0,Yes
2022,Spring,2017,"LUCA GRANDI, LUCA GRANDI",Not enough information available.,homework: 15%; final exam: 30%; term exam: 25%; labs: 20%; quizzes: 10%,1,Yes
